transaction_id,timestamp,account_id,user_id,amount,transaction_type,merchant,card_number,location,status,description,risk_score,day_of_week,hour,is_weekend
TXN00000110,2024-01-30 16:32:12,ACC000166,USER0418,781.9,withdrawal,Best Buy,****2684,"Chicago, IL",success,Normal deposit transaction,0.14,Tuesday,16,False
TXN00000694,2024-01-30 22:58:08,ACC000125,USER0237,150.99,purchase,Target,****9985,"Austin, TX",success,Normal withdrawal transaction,0.24,Tuesday,22,False
TXN00000544,2024-01-31 07:08:54,ACC000079,USER0065,139.17,withdrawal,McDonald's,****2287,"San Antonio, TX",success,Normal purchase transaction,0.12,Wednesday,7,False
TXN00000794,2024-01-31 11:59:59,ACC000046,USER0220,683.61,payment,Bank ATM,****3971,"Austin, TX",success,Normal transfer transaction,0.13,Wednesday,11,False
FRAUD_AMT_00030,2024-01-31 20:12:00,FRAUD_AMT_001,FRAUD_USER_048,256694.77,purchase,Luxury Dealer,****4318,Monaco,success,Unusual high-value transaction,0.87,Wednesday,20,False
TXN00000746,2024-02-01 01:08:36,ACC000144,USER0132,36.44,purchase,Target,****3043,"Dallas, TX",success,Normal deposit transaction,0.17,Thursday,1,False
LAUNDER_0007,2024-02-01 14:00:00,LAUNDER_002,LAUNDER_USER_02,9750.0,deposit,Cash Deposit,****8793,Money Exchange,success,Structured transaction to avoid reporting,0.98,Thursday,14,False
TXN00000234,2024-02-01 18:46:24,ACC000036,USER0127,88.73,deposit,Target,****5065,"Dallas, TX",success,Normal payment transaction,0.22,Thursday,18,False
TXN00000907,2024-02-01 21:04:04,ACC000127,USER0362,111.01,deposit,Best Buy,****8266,"Jacksonville, FL",success,Normal deposit transaction,0.29,Thursday,21,False
TXN00000769,2024-02-02 04:22:32,ACC000014,USER0348,138.47,deposit,Gas Station,****1131,"San Antonio, TX",success,Normal transfer transaction,0.16,Friday,4,False
TXN00000834,2024-02-02 16:07:40,ACC000196,USER0322,81.44,deposit,Shell Gas,****6282,"Houston, TX",success,Normal purchase transaction,0.12,Friday,16,False
TXN00000625,2024-02-02 16:34:18,ACC000080,USER0267,104.78,deposit,Shell Gas,****1383,"New York, NY",success,Normal payment transaction,0.22,Friday,16,False
TXN00000543,2024-02-03 00:30:22,ACC000114,USER0456,75.7,payment,Bank ATM,****3821,"Jacksonville, FL",success,Normal deposit transaction,0.11,Saturday,0,True
TXN00000979,2024-02-03 09:03:24,ACC000081,USER0212,312.34,withdrawal,Grocery Store,****5469,"Houston, TX",success,Normal withdrawal transaction,0.3,Saturday,9,True
LAUNDER_0006,2024-02-03 11:00:00,LAUNDER_004,LAUNDER_USER_01,9850.0,transfer,Money Exchange,****9604,Offshore Bank,success,Structured transaction to avoid reporting,0.87,Saturday,11,True
TXN00000511,2024-02-04 03:54:29,ACC000088,USER0113,38.38,deposit,Shell Gas,****3784,"San Jose, CA",success,Normal payment transaction,0.27,Sunday,3,True
TXN00000322,2024-02-04 04:26:38,ACC000180,USER0281,439.13,deposit,Grocery Store,****4291,"Houston, TX",success,Normal payment transaction,0.24,Sunday,4,True
TXN00000962,2024-02-04 05:33:45,ACC000039,USER0241,533.04,purchase,Amazon,****6109,"Jacksonville, FL",success,Normal withdrawal transaction,0.14,Sunday,5,True
TXN00000582,2024-02-04 08:11:43,ACC000073,USER0102,68.88,purchase,Gas Station,****7022,"Chicago, IL",success,Normal transfer transaction,0.28,Sunday,8,True
TXN00000990,2024-02-04 12:49:20,ACC000109,USER0306,784.3,transfer,Target,****6683,"San Diego, CA",success,Normal payment transaction,0.11,Sunday,12,True
LAUNDER_0039,2024-02-04 14:00:00,LAUNDER_004,LAUNDER_USER_05,9950.0,deposit,Money Exchange,****9966,Bank Branch,success,Structured transaction to avoid reporting,0.89,Sunday,14,True
TXN00000759,2024-02-04 15:31:32,ACC000137,USER0358,136.97,purchase,Restaurant,****1227,"San Jose, CA",success,Normal withdrawal transaction,0.28,Sunday,15,True
FRAUD_AMT_00048,2024-02-04 23:04:00,FRAUD_AMT_014,FRAUD_USER_010,398859.31,transfer,Investment Firm,****4276,"Las Vegas, NV",success,Unusual high-value transaction,0.81,Sunday,23,True
TXN00000497,2024-02-05 01:12:01,ACC000017,USER0406,591.39,payment,CVS Pharmacy,****9186,"Dallas, TX",success,Normal transfer transaction,0.29,Monday,1,False
TXN00000254,2024-02-05 03:00:03,ACC000103,USER0191,1522.86,purchase,Home Depot,****2228,"New York, NY",success,Normal purchase transaction,0.14,Monday,3,False
TXN00000414,2024-02-05 08:23:56,ACC000077,USER0048,50.43,payment,Restaurant,****4562,"Jacksonville, FL",success,Normal purchase transaction,0.24,Monday,8,False
TXN00000938,2024-02-05 08:46:42,ACC000021,USER0382,73.98,withdrawal,Target,****6359,"Chicago, IL",success,Normal payment transaction,0.17,Monday,8,False
TXN00000352,2024-02-05 14:10:14,ACC000055,USER0077,130.48,withdrawal,Shell Gas,****6934,"San Jose, CA",success,Normal purchase transaction,0.23,Monday,14,False
TXN00000430,2024-02-05 18:34:43,ACC000181,USER0461,447.2,payment,McDonald's,****8046,"Chicago, IL",success,Normal payment transaction,0.28,Monday,18,False
TXN00000866,2024-02-06 00:42:30,ACC000068,USER0452,9.06,purchase,Shell Gas,****1159,"San Jose, CA",success,Normal deposit transaction,0.29,Tuesday,0,False
TXN00000640,2024-02-06 05:16:49,ACC000105,USER0348,64.82,withdrawal,Walmart,****6329,"Chicago, IL",success,Normal purchase transaction,0.24,Tuesday,5,False
TXN00000800,2024-02-06 17:59:58,ACC000058,USER0029,46.09,withdrawal,Starbucks,****3344,"San Antonio, TX",success,Normal purchase transaction,0.24,Tuesday,17,False
TXN00000837,2024-02-06 20:01:40,ACC000153,USER0063,288.75,purchase,McDonald's,****5627,"Phoenix, AZ",success,Normal withdrawal transaction,0.12,Tuesday,20,False
TXN00000753,2024-02-07 07:17:00,ACC000057,USER0194,196.0,purchase,Starbucks,****3879,"Dallas, TX",success,Normal deposit transaction,0.22,Wednesday,7,False
TXN00000796,2024-02-07 10:09:24,ACC000123,USER0418,160.39,purchase,Starbucks,****8003,"Jacksonville, FL",success,Normal deposit transaction,0.13,Wednesday,10,False
TXN00000576,2024-02-07 11:30:45,ACC000166,USER0496,65.09,payment,Walmart,****1895,"Jacksonville, FL",success,Normal withdrawal transaction,0.15,Wednesday,11,False
TXN00000073,2024-02-07 12:12:58,ACC000035,USER0443,150.53,purchase,Home Depot,****7798,"Philadelphia, PA",success,Normal payment transaction,0.15,Wednesday,12,False
LAUNDER_0017,2024-02-07 14:00:00,LAUNDER_005,LAUNDER_USER_05,9900.0,transfer,Wire Transfer,****1416,Bank Branch,success,Structured transaction to avoid reporting,0.87,Wednesday,14,False
LAUNDER_0011,2024-02-07 15:00:00,LAUNDER_003,LAUNDER_USER_10,9900.0,deposit,Cash Deposit,****5106,Offshore Bank,success,Structured transaction to avoid reporting,0.94,Wednesday,15,False
LAUNDER_0033,2024-02-07 16:00:00,LAUNDER_002,LAUNDER_USER_10,9750.0,deposit,Money Exchange,****8106,Bank Branch,success,Structured transaction to avoid reporting,0.88,Wednesday,16,False
TXN00000485,2024-02-07 16:55:27,ACC000115,USER0196,185.81,deposit,Walmart,****2595,"Dallas, TX",success,Normal deposit transaction,0.29,Wednesday,16,False
TXN00000886,2024-02-07 20:01:11,ACC000062,USER0088,150.2,payment,Grocery Store,****8801,"San Diego, CA",success,Normal deposit transaction,0.16,Wednesday,20,False
TXN00000952,2024-02-08 03:47:37,ACC000080,USER0402,684.55,deposit,Gas Station,****9394,"Jacksonville, FL",success,Normal purchase transaction,0.16,Thursday,3,False
TXN00000211,2024-02-08 11:01:30,ACC000022,USER0060,86.12,withdrawal,Online Store,****6110,"Philadelphia, PA",success,Normal transfer transaction,0.26,Thursday,11,False
TXN00000347,2024-02-08 11:25:14,ACC000035,USER0238,885.73,payment,Target,****7500,"Philadelphia, PA",success,Normal payment transaction,0.1,Thursday,11,False
TXN00000681,2024-02-08 12:14:14,ACC000151,USER0403,386.98,payment,Supermarket,****8559,"Philadelphia, PA",success,Normal purchase transaction,0.16,Thursday,12,False
TXN00000923,2024-02-08 12:48:41,ACC000058,USER0290,20.08,payment,Gas Station,****9830,"Jacksonville, FL",success,Normal purchase transaction,0.27,Thursday,12,False
TXN00000941,2024-02-08 15:52:11,ACC000023,USER0487,358.86,payment,Grocery Store,****1052,"San Antonio, TX",success,Normal purchase transaction,0.2,Thursday,15,False
TXN00000741,2024-02-08 20:46:25,ACC000102,USER0251,28.17,deposit,Shell Gas,****7150,"Jacksonville, FL",success,Normal purchase transaction,0.26,Thursday,20,False
TXN00000506,2024-02-08 21:54:58,ACC000172,USER0473,39.38,purchase,Walmart,****6966,"Phoenix, AZ",success,Normal withdrawal transaction,0.19,Thursday,21,False
TXN00000965,2024-02-09 03:46:13,ACC000027,USER0065,56.27,payment,Restaurant,****6409,"San Jose, CA",success,Normal payment transaction,0.22,Friday,3,False
TXN00000841,2024-02-09 06:55:23,ACC000084,USER0071,47.31,withdrawal,Target,****3073,"Phoenix, AZ",success,Normal deposit transaction,0.2,Friday,6,False
LAUNDER_0025,2024-02-09 11:00:00,LAUNDER_004,LAUNDER_USER_03,9950.0,transfer,Cash Deposit,****7865,Money Exchange,success,Structured transaction to avoid reporting,0.93,Friday,11,False
TXN00000200,2024-02-09 12:45:50,ACC000082,USER0185,149.23,purchase,Target,****1085,"Phoenix, AZ",success,Normal transfer transaction,0.17,Friday,12,False
TXN00000483,2024-02-09 15:48:26,ACC000164,USER0086,552.15,withdrawal,Online Store,****1890,"Austin, TX",success,Normal deposit transaction,0.25,Friday,15,False
TXN00000137,2024-02-09 21:28:23,ACC000147,USER0071,153.8,payment,Online Store,****7521,"Philadelphia, PA",success,Normal deposit transaction,0.15,Friday,21,False
FRAUD_AMT_00026,2024-02-09 23:51:00,FRAUD_AMT_020,FRAUD_USER_019,25000.0,withdrawal,Investment Firm,****4734,"Las Vegas, NV",success,Unusual high-value transaction,0.91,Friday,23,False
TXN00000422,2024-02-09 23:54:05,ACC000159,USER0475,15.63,withdrawal,CVS Pharmacy,****1225,"Philadelphia, PA",success,Normal purchase transaction,0.16,Friday,23,False
TXN00000615,2024-02-10 05:52:55,ACC000111,USER0059,250.93,payment,Best Buy,****2977,"Dallas, TX",success,Normal withdrawal transaction,0.2,Saturday,5,True
LAUNDER_0013,2024-02-10 09:00:00,LAUNDER_004,LAUNDER_USER_01,9950.0,deposit,Cash Deposit,****3342,Bank Branch,success,Structured transaction to avoid reporting,0.85,Saturday,9,True
TXN00000149,2024-02-10 10:59:36,ACC000132,USER0240,327.47,transfer,CVS Pharmacy,****9148,"New York, NY",success,Normal purchase transaction,0.29,Saturday,10,True
TXN00000170,2024-02-10 12:43:32,ACC000177,USER0061,815.87,deposit,Online Store,****4618,"Houston, TX",success,Normal withdrawal transaction,0.2,Saturday,12,True
TXN00000147,2024-02-10 14:26:30,ACC000037,USER0161,71.34,deposit,Online Store,****7532,"Chicago, IL",success,Normal deposit transaction,0.2,Saturday,14,True
TXN00000788,2024-02-11 05:52:25,ACC000037,USER0037,41.63,transfer,Best Buy,****8455,"Austin, TX",success,Normal transfer transaction,0.12,Sunday,5,True
FRAUD_AMT_00017,2024-02-11 14:23:00,FRAUD_AMT_006,FRAUD_USER_031,25000.0,purchase,Luxury Dealer,****6287,"Miami, FL",success,Unusual high-value transaction,0.77,Sunday,14,True
TXN00000241,2024-02-11 15:22:33,ACC000067,USER0086,165.39,deposit,McDonald's,****5403,"Jacksonville, FL",success,Normal purchase transaction,0.25,Sunday,15,True
TXN00000811,2024-02-11 16:33:46,ACC000197,USER0175,107.04,transfer,McDonald's,****6554,"Phoenix, AZ",success,Normal deposit transaction,0.22,Sunday,16,True
TXN00000528,2024-02-11 17:19:07,ACC000038,USER0486,599.53,transfer,Bank ATM,****3556,"New York, NY",success,Normal payment transaction,0.3,Sunday,17,True
TXN00000929,2024-02-12 02:08:32,ACC000091,USER0066,4617.04,transfer,Best Buy,****5806,"Los Angeles, CA",success,Normal deposit transaction,0.28,Monday,2,False
TXN00000608,2024-02-12 04:47:44,ACC000006,USER0441,99.58,transfer,Best Buy,****4298,"Phoenix, AZ",success,Normal payment transaction,0.27,Monday,4,False
TXN00000277,2024-02-12 06:51:12,ACC000175,USER0223,87.56,withdrawal,McDonald's,****5225,"Philadelphia, PA",success,Normal purchase transaction,0.12,Monday,6,False
TXN00000622,2024-02-12 13:03:25,ACC000148,USER0030,713.17,payment,CVS Pharmacy,****7869,"San Antonio, TX",success,Normal payment transaction,0.27,Monday,13,False
FRAUD_AMT_00016,2024-02-12 18:40:00,FRAUD_AMT_012,FRAUD_USER_002,90934.9,purchase,Unknown Merchant,****9377,"Miami, FL",success,Unusual high-value transaction,0.91,Monday,18,False
TXN00000526,2024-02-12 19:59:10,ACC000182,USER0355,978.56,withdrawal,Shell Gas,****4897,"Los Angeles, CA",success,Normal purchase transaction,0.3,Monday,19,False
TXN00000859,2024-02-12 21:19:55,ACC000119,USER0449,24.9,purchase,Starbucks,****4941,"New York, NY",success,Normal transfer transaction,0.14,Monday,21,False
TXN00000553,2024-02-13 02:23:12,ACC000104,USER0063,121.02,withdrawal,Gas Station,****9177,"Phoenix, AZ",success,Normal payment transaction,0.22,Tuesday,2,False
TXN00000696,2024-02-13 02:42:48,ACC000113,USER0184,58.28,withdrawal,Grocery Store,****1564,"Austin, TX",success,Normal payment transaction,0.14,Tuesday,2,False
LAUNDER_0015,2024-02-13 15:00:00,LAUNDER_004,LAUNDER_USER_04,9750.0,transfer,Money Exchange,****8206,Offshore Bank,success,Structured transaction to avoid reporting,0.95,Tuesday,15,False
TXN00000975,2024-02-13 18:46:23,ACC000104,USER0214,188.41,purchase,Target,****4161,"Dallas, TX",success,Normal withdrawal transaction,0.25,Tuesday,18,False
TXN00000273,2024-02-13 20:18:05,ACC000102,USER0242,27.52,transfer,Home Depot,****2493,"Austin, TX",success,Normal payment transaction,0.18,Tuesday,20,False
TXN00000761,2024-02-14 02:23:53,ACC000014,USER0217,73.89,transfer,Restaurant,****3793,"Philadelphia, PA",success,Normal purchase transaction,0.17,Wednesday,2,False
TXN00000093,2024-02-14 03:42:55,ACC000061,USER0302,7.9,deposit,Amazon,****3854,"Phoenix, AZ",success,Normal purchase transaction,0.13,Wednesday,3,False
TXN00000918,2024-02-14 04:55:39,ACC000168,USER0020,50.37,withdrawal,Supermarket,****6199,"New York, NY",success,Normal payment transaction,0.24,Wednesday,4,False
TXN00000482,2024-02-14 08:50:44,ACC000136,USER0442,40.26,purchase,Bank ATM,****2382,"Chicago, IL",success,Normal payment transaction,0.29,Wednesday,8,False
TXN00000165,2024-02-14 13:56:53,ACC000102,USER0404,184.33,transfer,Shell Gas,****5742,"New York, NY",success,Normal purchase transaction,0.16,Wednesday,13,False
TXN00000063,2024-02-14 17:04:10,ACC000153,USER0241,92.85,deposit,Walmart,****4792,"Phoenix, AZ",success,Normal deposit transaction,0.24,Wednesday,17,False
FRAUD_AMT_00039,2024-02-15 02:48:00,FRAUD_AMT_015,FRAUD_USER_022,187088.44,purchase,Luxury Dealer,****4171,"Las Vegas, NV",success,Unusual high-value transaction,0.89,Thursday,2,False
TXN00000522,2024-02-15 09:04:06,ACC000038,USER0255,26.84,withdrawal,Grocery Store,****9530,"Austin, TX",success,Normal purchase transaction,0.16,Thursday,9,False
TXN00000996,2024-02-15 13:34:48,ACC000039,USER0004,136.57,deposit,Home Depot,****4237,"Dallas, TX",success,Normal payment transaction,0.25,Thursday,13,False
LAUNDER_0018,2024-02-15 16:00:00,LAUNDER_001,LAUNDER_USER_02,9850.0,transfer,Cash Deposit,****6695,Money Exchange,success,Structured transaction to avoid reporting,0.91,Thursday,16,False
TXN00000496,2024-02-15 17:02:24,ACC000100,USER0459,63.28,purchase,Online Store,****8970,"Los Angeles, CA",success,Normal transfer transaction,0.25,Thursday,17,False
TXN00000572,2024-02-15 20:54:02,ACC000022,USER0161,215.93,payment,CVS Pharmacy,****2041,"San Antonio, TX",success,Normal deposit transaction,0.23,Thursday,20,False
TXN00000943,2024-02-16 09:53:14,ACC000162,USER0201,592.18,payment,Online Store,****9903,"San Diego, CA",success,Normal deposit transaction,0.12,Friday,9,False
LAUNDER_0002,2024-02-16 11:00:00,LAUNDER_005,LAUNDER_USER_01,9950.0,deposit,Cash Deposit,****8697,Offshore Bank,success,Structured transaction to avoid reporting,0.86,Friday,11,False
LAUNDER_0026,2024-02-16 14:00:00,LAUNDER_001,LAUNDER_USER_04,9800.0,deposit,Wire Transfer,****3022,Bank Branch,success,Structured transaction to avoid reporting,0.95,Friday,14,False
TXN00000134,2024-02-16 17:18:20,ACC000076,USER0157,68.94,transfer,Gas Station,****3730,"Jacksonville, FL",success,Normal transfer transaction,0.17,Friday,17,False
TXN00000766,2024-02-16 17:51:17,ACC000113,USER0083,90.52,withdrawal,Online Store,****8110,"New York, NY",success,Normal deposit transaction,0.28,Friday,17,False
TXN00000068,2024-02-16 18:27:40,ACC000105,USER0171,2880.04,deposit,Starbucks,****3634,"Philadelphia, PA",success,Normal transfer transaction,0.24,Friday,18,False
TXN00000686,2024-02-17 06:04:58,ACC000169,USER0269,386.43,purchase,Supermarket,****1941,"Philadelphia, PA",success,Normal payment transaction,0.1,Saturday,6,True
TXN00000988,2024-02-17 07:54:13,ACC000040,USER0351,146.21,payment,Online Store,****1081,"San Diego, CA",success,Normal withdrawal transaction,0.17,Saturday,7,True
LAUNDER_0009,2024-02-17 11:00:00,LAUNDER_003,LAUNDER_USER_09,9800.0,deposit,Wire Transfer,****9074,Bank Branch,success,Structured transaction to avoid reporting,0.96,Saturday,11,True
TXN00000992,2024-02-18 01:13:19,ACC000168,USER0093,71.22,transfer,McDonald's,****5668,"Phoenix, AZ",success,Normal transfer transaction,0.24,Sunday,1,True
TXN00000409,2024-02-18 06:33:42,ACC000046,USER0286,126.94,payment,Gas Station,****2728,"Austin, TX",success,Normal payment transaction,0.17,Sunday,6,True
TXN00000682,2024-02-18 13:49:44,ACC000143,USER0016,90.54,deposit,McDonald's,****3102,"Phoenix, AZ",success,Normal purchase transaction,0.2,Sunday,13,True
TXN00000685,2024-02-18 15:06:21,ACC000078,USER0048,93.05,withdrawal,Starbucks,****3910,"New York, NY",success,Normal payment transaction,0.2,Sunday,15,True
TXN00000450,2024-02-19 00:07:01,ACC000189,USER0435,160.36,withdrawal,Gas Station,****7783,"New York, NY",success,Normal deposit transaction,0.17,Monday,0,False
TXN00000971,2024-02-19 00:37:19,ACC000065,USER0258,182.65,purchase,Home Depot,****1549,"Austin, TX",success,Normal deposit transaction,0.23,Monday,0,False
TXN00000434,2024-02-19 07:02:26,ACC000106,USER0114,415.89,withdrawal,Grocery Store,****2083,"Chicago, IL",success,Normal transfer transaction,0.27,Monday,7,False
TXN00000548,2024-02-19 09:10:57,ACC000055,USER0472,780.28,payment,Pharmacy,****7004,"Jacksonville, FL",success,Normal payment transaction,0.14,Monday,9,False
FRAUD_AMT_00041,2024-02-19 12:50:00,FRAUD_AMT_006,FRAUD_USER_021,121074.42,purchase,Unknown Merchant,****7830,Monaco,success,Unusual high-value transaction,0.76,Monday,12,False
TXN00000193,2024-02-19 19:33:16,ACC000096,USER0492,517.52,transfer,Supermarket,****4984,"Jacksonville, FL",success,Normal withdrawal transaction,0.16,Monday,19,False
TXN00000738,2024-02-19 22:54:35,ACC000193,USER0406,30.53,payment,Walmart,****5981,"San Diego, CA",success,Normal withdrawal transaction,0.22,Monday,22,False
TXN00000767,2024-02-20 03:12:18,ACC000191,USER0170,81.94,purchase,Shell Gas,****4260,"San Diego, CA",success,Normal deposit transaction,0.12,Tuesday,3,False
TXN00000713,2024-02-20 04:58:12,ACC000187,USER0372,173.02,deposit,Pharmacy,****7628,"San Antonio, TX",success,Normal transfer transaction,0.29,Tuesday,4,False
TXN00000895,2024-02-20 08:31:28,ACC000190,USER0083,48.97,transfer,Grocery Store,****2409,"San Jose, CA",success,Normal purchase transaction,0.23,Tuesday,8,False
TXN00000876,2024-02-20 13:37:58,ACC000122,USER0478,47.68,deposit,Best Buy,****7328,"San Antonio, TX",success,Normal transfer transaction,0.29,Tuesday,13,False
